sale_id,employee_id,product,category,amount,quantity,sale_date,region
1880,190,Table,Furniture,35726,2,2021-09-10,South
1881,190,Headphones,Accessories,3288,1,2022-03-24,West
1882,190,Phone,Electronics,90430,3,2020-08-30,West
1883,190,Phone,Electronics,112841,4,2019-10-14,North
1884,190,Table,Furniture,29809,2,2021-05-06,West
1885,191,Printer,Electronics,13845,1,2025-08-24,South
1886,191,Mouse,Accessories,3552,2,2025-08-24,South
1887,191,Table,Furniture,28344,2,2025-08-24,North
1888,191,Mouse,Accessories,3003,2,2025-08-24,South
1889,191,Mouse,Accessories,1293,1,2025-08-24,North
1890,191,Headphones,Accessories,8008,3,2025-08-24,West
1891,191,Monitor,Electronics,31563,3,2025-08-24,South
1892,191,Chair,Furniture,4356,1,2025-08-24,East
1893,191,Keyboard,Accessories,3524,2,2025-08-24,North
1894,191,Mouse,Accessories,1365,1,2025-08-24,North
1895,191,Sofa,Furniture,73686,3,2025-08-24,North
1896,191,Desk,Furniture,38157,4,2025-08-24,West
1897,191,Headphones,Accessories,13936,5,2025-08-24,East
1898,191,Tablet,Electronics,93495,5,2025-08-24,South
1899,191,Table,Furniture,47899,3,2025-08-24,South
1900,192,Tablet,Electronics,33463,2,2025-10-04,East
1901,192,Sofa,Furniture,26410,1,2025-10-04,East
1902,192,Mouse,Accessories,4599,3,2025-10-04,North
1903,192,Mouse,Accessories,8547,5,2025-10-04,East
1904,192,Monitor,Electronics,14144,1,2025-10-04,South
1905,192,Mouse,Accessories,4146,3,2025-10-04,North
1906,192,Tablet,Electronics,19498,1,2025-10-04,East
1907,193,Keyboard,Accessories,9541,5,2025-03-26,West
1908,193,Tablet,Electronics,94452,4,2025-03-26,North
1909,193,Keyboard,Accessories,2370,1,2025-03-26,South
1910,193,Tablet,Electronics,47167,2,2025-03-26,North
1911,193,Headphones,Accessories,10699,3,2025-03-26,West
1912,193,Phone,Electronics,123757,4,2025-03-26,East
1913,193,Keyboard,Accessories,8783,5,2025-03-26,East
1914,193,Monitor,Electronics,41968,3,2025-03-26,West
1915,193,Table,Furniture,28571,2,2025-03-26,North
1916,193,Laptop,Electronics,287646,4,2025-03-26,West
1917,193,Sofa,Furniture,22533,1,2025-03-26,South
1918,193,Printer,Electronics,52103,3,2025-03-26,West
1919,193,Table,Furniture,78635,5,2025-03-26,West
1920,193,Keyboard,Accessories,5028,3,2025-03-26,West
1921,194,Sofa,Furniture,61784,3,2024-02-21,West
1922,194,Monitor,Electronics,37051,3,2021-11-27,West
1923,194,Sofa,Furniture,85794,4,2021-12-30,East
1924,194,Sofa,Furniture,42736,2,2024-01-28,South
1925,194,Desk,Furniture,11488,1,2020-10-17,North
1926,194,Tablet,Electronics,19995,1,2023-05-21,South
1927,194,Headphones,Accessories,16436,5,2022-11-12,East
1928,194,Keyboard,Accessories,3562,2,2023-10-16,South
1929,194,Desk,Furniture,40880,5,2024-06-30,West
1930,194,Tablet,Electronics,46883,2,2022-10-10,South
1931,194,Laptop,Electronics,83608,1,2020-12-20,West
1932,194,Chair,Furniture,5587,1,2021-10-02,South
1933,195,Chair,Furniture,26106,5,2024-02-14,West
1934,195,Tablet,Electronics,54464,3,2024-12-24,West
1935,195,Laptop,Electronics,390515,5,2024-07-31,North
1936,195,Monitor,Electronics,30273,3,2024-11-29,East
1937,195,Tablet,Electronics,32759,2,2023-10-10,West
1938,195,Printer,Electronics,32681,2,2023-04-26,East
1939,195,Headphones,Accessories,15687,5,2022-04-03,West
1940,195,Tablet,Electronics,50926,3,2022-12-27,East
1941,195,Laptop,Electronics,315721,4,2023-11-16,North
1942,195,Monitor,Electronics,46552,4,2024-07-12,West
1943,195,Chair,Furniture,13682,3,2022-04-07,South
1944,195,Printer,Electronics,17130,1,2022-06-28,West
1945,195,Monitor,Electronics,12448,1,2024-11-17,South
1946,196,Desk,Furniture,54790,5,2023-09-10,West
1947,196,Headphones,Accessories,5440,2,2023-05-24,North
1948,196,Phone,Electronics,58721,2,2023-10-21,West
1949,196,Table,Furniture,65497,4,2024-11-17,East
1950,196,Printer,Electronics,32353,2,2023-06-02,North
1951,197,Monitor,Electronics,59008,5,2021-06-05,South
1952,197,Printer,Electronics,27098,2,2020-12-16,South
1953,197,Headphones,Accessories,2833,1,2021-03-19,South
1954,197,Tablet,Electronics,61483,3,2023-11-26,West
1955,197,Tablet,Electronics,103891,5,2022-07-06,South
1956,197,Chair,Furniture,24804,5,2023-11-20,North
1957,197,Headphones,Accessories,7137,2,2023-01-06,West
1958,198,Printer,Electronics,29439,2,2020-08-05,South
1959,198,Printer,Electronics,48556,3,2024-12-09,South
1960,198,Headphones,Accessories,12023,4,2024-12-05,North
1961,198,Mouse,Accessories,6803,4,2020-02-25,East
1962,198,Keyboard,Accessories,6872,4,2023-09-12,West
1963,198,Monitor,Electronics,25553,2,2023-03-30,North
1964,198,Mouse,Accessories,1560,1,2020-12-21,South
1965,198,Monitor,Electronics,13292,1,2021-01-16,East
1966,198,Tablet,Electronics,44802,2,2020-04-03,South
1967,198,Tablet,Electronics,41970,2,2024-12-27,North
1968,198,Monitor,Electronics,70294,5,2021-07-06,North
1969,198,Tablet,Electronics,104599,5,2019-08-09,North
1970,198,Monitor,Electronics,49109,5,2024-03-26,North
1971,198,Chair,Furniture,22739,4,2020-05-20,North
1972,198,Monitor,Electronics,11738,1,2021-09-19,North
1973,199,Desk,Furniture,28322,3,2022-07-21,West
1974,199,Chair,Furniture,13535,3,2024-07-15,South
1975,199,Mouse,Accessories,1547,1,2022-06-26,West
1976,199,Phone,Electronics,30949,1,2021-04-23,South
1977,199,Tablet,Electronics,75916,4,2023-05-27,East
1978,199,Mouse,Accessories,1735,1,2023-06-22,West
1979,199,Keyboard,Accessories,7093,4,2024-01-31,East
1980,199,Desk,Furniture,36101,4,2021-11-08,South
1981,200,Mouse,Accessories,1727,1,2023-05-28,South
1982,200,Table,Furniture,60591,4,2022-10-27,North
1983,200,Mouse,Accessories,2409,2,2021-12-13,West
1984,200,Laptop,Electronics,387473,5,2022-07-17,North
1985,200,Chair,Furniture,4826,1,2023-04-08,East
1986,200,Keyboard,Accessories,6801,3,2023-10-24,South
1987,200,Table,Furniture,35428,2,2022-07-21,East
1988,200,Desk,Furniture,25609,3,2022-03-16,East
1989,200,Chair,Furniture,5321,1,2023-01-12,East
1990,200,Keyboard,Accessories,4446,2,2023-03-07,West
1991,200,Table,Furniture,58883,4,2024-08-14,North
1992,200,Monitor,Electronics,42262,3,2023-12-03,East
1993,200,Mouse,Accessories,1231,1,2022-09-07,West
1994,200,Phone,Electronics,142044,5,2022-10-22,South
1995,200,Tablet,Electronics,18126,1,2022-01-27,East
1996,201,Printer,Electronics,34122,2,2022-04-30,North
1997,201,Phone,Electronics,159226,5,2023-11-16,North
1998,201,Phone,Electronics,166402,5,2020-11-20,West
1999,201,Laptop,Electronics,129233,2,2022-08-19,West
2000,201,Headphones,Accessories,9718,3,2024-05-14,North
2001,201,Tablet,Electronics,57352,3,2024-09-22,North
2002,201,Laptop,Electronics,205630,3,2023-02-14,North
2003,201,Chair,Furniture,21445,4,2024-01-01,South
2004,201,Printer,Electronics,61375,4,2021-12-22,East
2005,201,Mouse,Accessories,8534,5,2021-01-31,West
2006,202,Tablet,Electronics,82078,4,2024-05-26,North
2007,202,Chair,Furniture,5555,1,2022-07-08,East
2008,202,Keyboard,Accessories,6691,3,2023-04-07,East
2009,202,Headphones,Accessories,9755,3,2023-12-22,East
2010,202,Keyboard,Accessories,4276,2,2021-09-23,West
2011,202,Table,Furniture,17688,1,2024-03-21,South
2012,202,Tablet,Electronics,41090,2,2022-09-22,North
2013,202,Chair,Furniture,11664,2,2024-03-17,South
2014,202,Table,Furniture,71102,5,2022-01-27,East
2015,202,Mouse,Accessories,5844,4,2022-05-25,North
2016,202,Desk,Furniture,42047,4,2022-12-19,North
2017,203,Mouse,Accessories,5857,4,2023-12-16,North
2018,203,Desk,Furniture,46431,4,2024-12-19,East
2019,203,Phone,Electronics,70835,2,2024-06-25,East
2020,203,Keyboard,Accessories,11074,5,2024-11-19,North
2021,203,Desk,Furniture,47929,5,2023-06-23,South
2022,204,Laptop,Electronics,326274,5,2021-04-29,South
2023,204,Chair,Furniture,9908,2,2023-09-14,North
2024,204,Headphones,Accessories,7303,3,2024-05-25,East
2025,204,Phone,Electronics,67972,2,2022-06-30,West
2026,204,Desk,Furniture,18942,2,2022-12-25,East
2027,204,Desk,Furniture,31862,3,2024-06-07,South
2028,204,Printer,Electronics,83967,5,2021-04-23,West
2029,204,Sofa,Furniture,145002,5,2023-01-11,South
2030,204,Headphones,Accessories,2534,1,2023-12-28,East
2031,205,Sofa,Furniture,24017,1,2024-09-04,West
2032,205,Chair,Furniture,15870,3,2024-05-02,South
2033,205,Sofa,Furniture,66036,3,2024-09-12,West
2034,205,Desk,Furniture,18455,2,2023-12-27,West
2035,205,Headphones,Accessories,13083,5,2024-02-11,South
2036,205,Headphones,Accessories,12634,5,2024-05-07,North
2037,205,Headphones,Accessories,13347,5,2024-05-07,East
2038,205,Keyboard,Accessories,6333,3,2024-04-13,North
2039,205,Printer,Electronics,87107,5,2024-01-26,West
2040,205,Printer,Electronics,17916,1,2024-02-01,North
2041,205,Tablet,Electronics,44720,2,2024-10-08,North
2042,205,Phone,Electronics,85712,3,2023-10-13,East
2043,205,Tablet,Electronics,80507,4,2024-07-27,South
2044,205,Monitor,Electronics,71852,5,2024-11-11,North
2045,206,Monitor,Electronics,24358,2,2025-09-25,North
2046,206,Tablet,Electronics,88564,5,2025-09-25,South
2047,206,Chair,Furniture,20325,5,2025-09-25,West
2048,206,Mouse,Accessories,1532,1,2025-09-25,South
2049,206,Desk,Furniture,34120,3,2025-09-25,East
2050,206,Headphones,Accessories,10264,4,2025-09-25,West
2051,206,Headphones,Accessories,2965,1,2025-09-25,West
2052,206,Laptop,Electronics,154527,2,2025-09-25,East
2053,206,Printer,Electronics,14234,1,2025-09-25,North
2054,206,Sofa,Furniture,23944,1,2025-09-25,North
2055,206,Sofa,Furniture,129738,5,2025-09-25,North
2056,207,Desk,Furniture,20388,2,2024-01-14,North
2057,207,Headphones,Accessories,12791,4,2022-06-13,North
2058,207,Table,Furniture,49567,3,2024-08-28,West
2059,207,Table,Furniture,45597,3,2023-05-06,North
2060,207,Tablet,Electronics,22421,1,2024-08-08,South
2061,207,Mouse,Accessories,3243,2,2024-06-23,West
2062,207,Desk,Furniture,26638,3,2022-07-15,East
2063,207,Desk,Furniture,26725,3,2022-09-18,North
2064,207,Mouse,Accessories,4653,3,2024-06-02,East
2065,207,Printer,Electronics,67848,4,2024-02-29,North
2066,208,Table,Furniture,73297,5,2023-10-26,North
2067,208,Laptop,Electronics,327064,4,2024-02-20,North
2068,208,Chair,Furniture,4333,1,2023-05-13,West
2069,208,Keyboard,Accessories,8133,5,2024-04-24,North
2070,208,Monitor,Electronics,53267,4,2023-06-21,South
2071,208,Mouse,Accessories,3224,2,2024-05-22,West
2072,208,Chair,Furniture,14758,3,2023-04-15,South
2073,208,Mouse,Accessories,3314,2,2024-10-22,West
2074,208,Desk,Furniture,29143,3,2023-01-13,East
2075,208,Desk,Furniture,20183,2,2023-08-25,South
2076,208,Mouse,Accessories,5271,3,2023-09-13,West
2077,208,Tablet,Electronics,95223,5,2023-10-29,North
2078,208,Desk,Furniture,23371,2,2024-07-29,West
2079,209,Headphones,Accessories,16142,5,2025-09-22,South
2080,209,Phone,Electronics,24030,1,2025-09-22,West
2081,209,Monitor,Electronics,57702,5,2025-09-22,West
2082,209,Phone,Electronics,53989,2,2025-09-22,North
2083,209,Keyboard,Accessories,5820,3,2025-09-22,South
2084,209,Phone,Electronics,121205,5,2025-09-22,East
2085,209,Laptop,Electronics,143460,2,2025-09-22,South
2086,209,Table,Furniture,31468,2,2025-09-22,West
2087,209,Chair,Furniture,13774,3,2025-09-22,West
2088,209,Monitor,Electronics,39589,4,2025-09-22,West
2089,209,Table,Furniture,16277,1,2025-09-22,East
2090,209,Tablet,Electronics,95584,5,2025-09-22,South
2091,210,Table,Furniture,15005,1,2023-11-20,West
2092,210,Tablet,Electronics,46672,2,2021-08-02,East
2093,210,Mouse,Accessories,4980,4,2022-04-08,West
2094,210,Laptop,Electronics,58818,1,2020-03-07,East
2095,210,Table,Furniture,66644,4,2024-11-03,East
2096,211,Desk,Furniture,54065,5,2025-06-22,East
2097,211,Headphones,Accessories,16578,5,2025-06-22,East
2098,211,Mouse,Accessories,6089,4,2025-06-22,East
2099,211,Tablet,Electronics,107884,5,2025-06-22,South
2100,211,Mouse,Accessories,6810,4,2025-06-22,West
2101,211,Desk,Furniture,38716,4,2025-06-22,East
2102,211,Laptop,Electronics,128587,2,2025-06-22,East
2103,211,Printer,Electronics,14039,1,2025-06-22,East
2104,211,Phone,Electronics,70137,2,2025-06-22,South
2105,211,Table,Furniture,62508,5,2025-06-22,West
2106,211,Table,Furniture,56461,4,2025-06-22,East
2107,211,Headphones,Accessories,4916,2,2025-06-22,West
2108,211,Chair,Furniture,18088,4,2025-06-22,East
2109,211,Phone,Electronics,88885,3,2025-06-22,East
2110,211,Monitor,Electronics,51135,5,2025-06-22,South
2111,212,Phone,Electronics,121792,4,2024-12-14,North
2112,212,Mouse,Accessories,6743,4,2024-12-20,North
2113,212,Mouse,Accessories,1338,1,2024-10-24,West
2114,212,Sofa,Furniture,68396,3,2024-11-07,East
2115,212,Table,Furniture,76774,5,2024-11-29,South
2116,212,Table,Furniture,62553,4,2024-12-14,South
2117,212,Desk,Furniture,22083,2,2024-11-24,North
2118,213,Mouse,Accessories,1462,1,2022-08-06,North
2119,213,Table,Furniture,17723,1,2021-06-18,East
2120,213,Chair,Furniture,16608,4,2022-06-04,West
2121,213,Tablet,Electronics,89050,4,2019-11-11,West
2122,213,Tablet,Electronics,47239,2,2024-02-25,East
2123,213,Tablet,Electronics,37681,2,2023-12-20,West
2124,213,Laptop,Electronics,65476,1,2019-01-15,East
2125,213,Keyboard,Accessories,11622,5,2021-02-08,West
2126,213,Keyboard,Accessories,2162,1,2021-05-09,West
2127,213,Tablet,Electronics,82913,5,2024-07-18,North
2128,213,Phone,Electronics,91974,3,2019-03-12,South
2129,213,Keyboard,Accessories,6914,4,2021-09-25,West
2130,214,Printer,Electronics,24366,2,2024-03-20,East
2131,214,Mouse,Accessories,6923,5,2024-12-04,East
2132,214,Desk,Furniture,9871,1,2024-05-12,South
2133,214,Laptop,Electronics,58274,1,2024-04-01,West
2134,214,Mouse,Accessories,6139,4,2024-12-14,East
2135,214,Laptop,Electronics,264066,4,2024-07-28,South
2136,215,Printer,Electronics,53278,4,2024-06-22,South
2137,215,Headphones,Accessories,16269,5,2024-08-11,North
2138,215,Tablet,Electronics,19383,1,2023-04-21,East
2139,215,Headphones,Accessories,16740,5,2024-11-12,North
2140,215,Keyboard,Accessories,4257,2,2023-06-15,East
2141,215,Desk,Furniture,18416,2,2024-06-02,West
2142,215,Chair,Furniture,5026,1,2023-06-16,West
2143,216,Tablet,Electronics,41516,2,2024-02-03,West
2144,216,Laptop,Electronics,328738,5,2019-08-01,East
2145,216,Phone,Electronics,58982,2,2023-03-19,West
2146,216,Printer,Electronics,78983,5,2021-05-10,West
2147,216,Sofa,Furniture,56231,2,2024-09-26,North
2148,216,Laptop,Electronics,116022,2,2020-06-24,East
2149,216,Sofa,Furniture,76993,3,2022-02-21,South
2150,216,Tablet,Electronics,47741,2,2023-05-14,East
2151,216,Desk,Furniture,11333,1,2023-01-29,South
2152,216,Chair,Furniture,4913,1,2021-12-22,West
2153,216,Keyboard,Accessories,9421,4,2023-02-10,South
2154,216,Sofa,Furniture,72379,3,2020-08-10,North
2155,216,Mouse,Accessories,6674,5,2022-11-06,North
2156,216,Phone,Electronics,72003,3,2021-05-01,South
2157,216,Mouse,Accessories,1699,1,2019-12-13,East
2158,217,Desk,Furniture,31892,3,2025-01-19,South
2159,217,Headphones,Accessories,10279,4,2025-01-19,West
2160,217,Desk,Furniture,44619,4,2025-01-19,North
2161,217,Laptop,Electronics,144832,2,2025-01-19,West
2162,217,Sofa,Furniture,137043,5,2025-01-19,West
2163,217,Monitor,Electronics,64739,5,2025-01-19,North
2164,217,Mouse,Accessories,6102,4,2025-01-19,North
2165,218,Sofa,Furniture,54377,2,2023-11-14,South
2166,218,Table,Furniture,29372,2,2023-03-10,East
2167,218,Laptop,Electronics,115660,2,2024-02-20,North
2168,218,Mouse,Accessories,1402,1,2024-09-28,North
2169,218,Desk,Furniture,35545,4,2022-12-22,West
2170,218,Mouse,Accessories,3517,2,2024-06-01,South
2171,218,Mouse,Accessories,8100,5,2023-11-22,West
2172,218,Headphones,Accessories,13788,4,2024-03-16,West
2173,218,Printer,Electronics,59643,4,2023-09-03,South
2174,218,Printer,Electronics,36622,3,2023-09-03,East
2175,218,Printer,Electronics,63184,4,2024-06-12,East
2176,218,Desk,Furniture,43255,4,2023-03-15,South
2177,218,Printer,Electronics,65784,4,2022-12-12,East
2178,218,Chair,Furniture,14476,3,2023-05-04,West
2179,218,Chair,Furniture,15725,3,2023-02-01,East
2180,219,Monitor,Electronics,24660,2,2024-09-26,East
2181,219,Monitor,Electronics,56754,4,2024-03-21,East
2182,219,Tablet,Electronics,110206,5,2024-04-28,South
2183,219,Desk,Furniture,35120,4,2024-12-30,North
2184,219,Tablet,Electronics,40787,2,2024-06-26,West
2185,219,Table,Furniture,28274,2,2024-08-20,West
2186,219,Tablet,Electronics,107958,5,2024-12-21,South
2187,219,Headphones,Accessories,10428,4,2024-10-07,East
2188,219,Chair,Furniture,26373,5,2024-09-29,North
2189,219,Phone,Electronics,121244,5,2024-09-20,South
2190,219,Monitor,Electronics,51171,5,2024-12-14,East
2191,220,Tablet,Electronics,46781,2,2021-05-09,South
2192,220,Headphones,Accessories,16966,5,2022-06-17,South
2193,220,Desk,Furniture,21942,2,2022-09-06,East
2194,220,Printer,Electronics,65894,5,2024-08-01,South
2195,220,Keyboard,Accessories,4006,2,2023-04-06,East
2196,220,Laptop,Electronics,394822,5,2021-11-21,East
2197,220,Keyboard,Accessories,4250,2,2021-07-19,South
2198,220,Phone,Electronics,117903,4,2020-07-31,West
2199,220,Chair,Furniture,16831,3,2019-09-24,West
2200,220,Desk,Furniture,18539,2,2020-03-11,North
2201,220,Keyboard,Accessories,4593,2,2024-03-11,South
2202,221,Desk,Furniture,41337,5,2023-08-26,West
2203,221,Printer,Electronics,49330,3,2022-02-24,West
2204,221,Phone,Electronics,107640,3,2022-10-15,East
2205,221,Sofa,Furniture,51196,2,2024-05-18,North
2206,221,Headphones,Accessories,3309,1,2021-11-30,West
2207,221,Monitor,Electronics,36256,3,2023-02-18,East
2208,221,Chair,Furniture,21493,4,2023-05-12,West
2209,221,Chair,Furniture,11251,2,2021-12-03,North
2210,221,Tablet,Electronics,38629,2,2022-09-27,North
2211,222,Printer,Electronics,49030,4,2024-04-02,North
2212,222,Printer,Electronics,44844,3,2024-05-29,North
2213,222,Tablet,Electronics,23313,1,2024-11-05,South
2214,222,Phone,Electronics,136677,4,2024-06-18,North
2215,222,Chair,Furniture,14492,3,2024-10-13,East
2216,222,Desk,Furniture,39500,4,2024-05-25,North
2217,222,Printer,Electronics,16998,1,2024-11-03,East
2218,222,Monitor,Electronics,26976,2,2024-08-11,East
2219,223,Mouse,Accessories,5039,3,2020-05-26,East
2220,223,Chair,Furniture,15527,3,2022-09-18,East
2221,223,Desk,Furniture,21865,2,2022-06-18,West
2222,223,Headphones,Accessories,6963,2,2022-03-20,East
2223,223,Sofa,Furniture,64991,3,2021-08-23,East
2224,223,Laptop,Electronics,301130,4,2021-01-24,North
2225,223,Phone,Electronics,100821,4,2022-12-18,West
2226,224,Phone,Electronics,27144,1,2022-10-11,North
2227,224,Keyboard,Accessories,8629,4,2023-08-01,North
2228,224,Chair,Furniture,10919,2,2024-03-05,South
2229,224,Tablet,Electronics,65162,3,2019-02-18,East
2230,224,Printer,Electronics,33684,2,2024-01-26,East
2231,224,Laptop,Electronics,287537,4,2019-07-31,West
2232,224,Headphones,Accessories,6936,2,2019-02-05,East
2233,225,Keyboard,Accessories,6419,3,2025-06-16,West
2234,225,Mouse,Accessories,3110,2,2025-06-16,North
2235,225,Chair,Furniture,18197,4,2025-06-16,West
2236,225,Chair,Furniture,5176,1,2025-06-16,West
2237,225,Chair,Furniture,8759,2,2025-06-16,South
2238,225,Laptop,Electronics,81200,1,2025-06-16,West
2239,226,Monitor,Electronics,70878,5,2024-07-24,South
2240,226,Desk,Furniture,28460,3,2024-11-04,South
2241,226,Table,Furniture,29588,2,2024-11-21,West
2242,226,Sofa,Furniture,86184,3,2024-09-01,East
2243,226,Tablet,Electronics,70293,4,2024-07-30,East
2244,226,Sofa,Furniture,84940,3,2024-07-11,West
2245,226,Monitor,Electronics,42822,4,2024-12-15,West
2246,227,Tablet,Electronics,89465,4,2024-09-26,South
2247,227,Laptop,Electronics,81851,1,2024-08-02,North
2248,227,Mouse,Accessories,2927,2,2024-12-01,West
2249,227,Table,Furniture,67347,4,2024-12-27,South
2250,227,Desk,Furniture,46105,5,2024-07-08,North
2251,227,Chair,Furniture,16503,4,2024-09-05,East
2252,227,Laptop,Electronics,257430,4,2024-09-20,East
2253,227,Mouse,Accessories,1580,1,2024-08-17,East
2254,227,Printer,Electronics,66033,5,2024-08-07,North
2255,227,Sofa,Furniture,99146,4,2024-06-29,North
2256,228,Headphones,Accessories,3059,1,2023-05-20,East
2257,228,Keyboard,Accessories,9773,5,2020-04-10,West
2258,228,Chair,Furniture,27956,5,2024-01-31,North
2259,228,Sofa,Furniture,85413,3,2024-12-11,East
2260,228,Monitor,Electronics,51070,5,2021-07-21,East
2261,228,Monitor,Electronics,58157,5,2021-11-06,East
2262,228,Mouse,Accessories,4658,3,2019-11-30,South
2263,228,Desk,Furniture,59369,5,2020-05-15,North
2264,229,Mouse,Accessories,2937,2,2023-08-10,South
2265,229,Printer,Electronics,29294,2,2020-03-23,South
2266,229,Printer,Electronics,24441,2,2022-03-23,South
2267,229,Headphones,Accessories,3071,1,2021-05-29,South
2268,229,Tablet,Electronics,64487,4,2023-03-11,North
2269,229,Tablet,Electronics,19336,1,2020-04-21,South
2270,229,Desk,Furniture,8238,1,2020-09-29,South
2271,230,Chair,Furniture,29977,5,2024-11-01,North
2272,230,Phone,Electronics,53017,2,2024-05-01,South
2273,230,Phone,Electronics,57136,2,2023-03-23,East
2274,230,Printer,Electronics,17943,1,2024-10-02,East
2275,230,Keyboard,Accessories,4177,2,2024-10-14,North
2276,230,Tablet,Electronics,109207,5,2024-12-28,East
2277,231,Phone,Electronics,126309,5,2023-01-20,South
2278,231,Monitor,Electronics,65777,5,2024-05-08,South
2279,231,Phone,Electronics,26591,1,2024-10-15,South
2280,231,Chair,Furniture,8483,2,2023-04-05,North
2281,231,Chair,Furniture,17039,3,2024-11-14,North
2282,231,Headphones,Accessories,9929,3,2024-11-19,North
2283,231,Sofa,Furniture,61612,3,2023-04-04,West
2284,231,Laptop,Electronics,161859,2,2023-08-20,East
2285,231,Laptop,Electronics,282348,5,2022-10-10,North
2286,231,Tablet,Electronics,85541,5,2024-11-11,South
2287,231,Desk,Furniture,22307,2,2023-06-27,West
2288,231,Tablet,Electronics,46997,2,2024-07-13,North
2289,232,Phone,Electronics,143452,5,2025-07-12,West
2290,232,Printer,Electronics,51102,3,2025-07-12,North
2291,232,Table,Furniture,53881,4,2025-07-12,South
2292,232,Laptop,Electronics,309455,4,2025-07-12,West
2293,232,Table,Furniture,35143,2,2025-07-12,East
2294,233,Printer,Electronics,48319,3,2023-08-09,South
2295,233,Sofa,Furniture,73775,3,2023-04-16,North
2296,233,Sofa,Furniture,40783,2,2022-11-10,West
2297,233,Keyboard,Accessories,3333,2,2021-10-03,East
2298,233,Monitor,Electronics,70421,5,2023-02-03,East
2299,233,Sofa,Furniture,74172,3,2021-08-29,South
2300,234,Chair,Furniture,23068,4,2024-03-05,West
2301,234,Sofa,Furniture,29774,1,2024-04-24,South
2302,234,Table,Furniture,31428,2,2024-08-18,West
2303,234,Monitor,Electronics,67787,5,2023-12-07,East
2304,234,Table,Furniture,17836,1,2024-09-14,East
2305,235,Mouse,Accessories,1205,1,2023-04-24,East
2306,235,Printer,Electronics,39169,3,2021-04-22,West
2307,235,Laptop,Electronics,75604,1,2024-03-14,East
2308,235,Sofa,Furniture,103169,5,2021-03-05,South
2309,235,Laptop,Electronics,235761,4,2022-06-22,East
2310,235,Tablet,Electronics,19476,1,2021-03-12,West
2311,235,Headphones,Accessories,5458,2,2022-06-25,South
2312,235,Tablet,Electronics,22293,1,2022-11-25,South
2313,235,Printer,Electronics,71081,5,2020-04-06,North
2314,235,Tablet,Electronics,22985,1,2024-02-14,West
2315,235,Headphones,Accessories,9385,3,2021-01-20,North
2316,235,Keyboard,Accessories,8562,5,2024-03-22,South
2317,236,Phone,Electronics,122905,5,2025-12-03,West
2318,236,Headphones,Accessories,9441,3,2025-12-03,East
2319,236,Sofa,Furniture,99228,4,2025-12-03,West
2320,236,Tablet,Electronics,46803,2,2025-12-03,East
2321,236,Sofa,Furniture,91742,4,2025-12-03,East
2322,237,Mouse,Accessories,5269,3,2021-10-17,South
2323,237,Chair,Furniture,22344,5,2024-11-24,East
2324,237,Laptop,Electronics,350888,5,2024-05-07,South
2325,237,Monitor,Electronics,70947,5,2023-02-18,West
2326,237,Laptop,Electronics,326860,5,2021-06-05,East
2327,237,Laptop,Electronics,74360,1,2021-08-23,South
2328,237,Desk,Furniture,17370,2,2021-02-24,South
2329,238,Keyboard,Accessories,5254,3,2024-11-06,East
2330,238,Laptop,Electronics,142244,2,2023-07-09,South
2331,238,Laptop,Electronics,283126,5,2022-12-15,West
2332,238,Desk,Furniture,55151,5,2023-08-07,North
2333,238,Table,Furniture,15720,1,2024-12-02,South
2334,238,Desk,Furniture,10562,1,2022-03-22,East
2335,238,Desk,Furniture,29596,3,2022-08-09,East
2336,238,Laptop,Electronics,394779,5,2023-04-11,West
2337,238,Monitor,Electronics,63658,5,2022-07-03,South
2338,238,Mouse,Accessories,1442,1,2022-09-01,South
2339,239,Monitor,Electronics,42515,4,2023-10-04,West
2340,239,Tablet,Electronics,87851,4,2023-01-27,West
2341,239,Laptop,Electronics,309496,5,2023-04-02,North
2342,239,Printer,Electronics,66463,4,2024-07-13,East
2343,239,Table,Furniture,70184,5,2024-04-10,East
2344,239,Tablet,Electronics,66351,3,2024-06-08,East
2345,239,Table,Furniture,16469,1,2023-10-21,North
2346,239,Keyboard,Accessories,6215,3,2023-07-23,South
2347,239,Mouse,Accessories,1419,1,2024-12-24,South
2348,239,Phone,Electronics,125795,5,2024-01-11,North
2349,239,Tablet,Electronics,111556,5,2023-04-05,North
2350,239,Sofa,Furniture,48447,2,2022-11-21,West
2351,239,Keyboard,Accessories,10053,5,2024-04-15,West
2352,239,Printer,Electronics,32122,2,2024-04-18,North
2353,239,Chair,Furniture,11364,2,2023-11-15,West
2354,240,Chair,Furniture,21772,5,2022-04-15,North
2355,240,Chair,Furniture,4740,1,2024-05-09,East
2356,240,Desk,Furniture,9619,1,2022-05-09,West
2357,240,Chair,Furniture,8454,2,2024-06-25,North
2358,240,Phone,Electronics,70215,2,2021-11-01,South
2359,240,Table,Furniture,57868,4,2022-04-21,South
2360,240,Keyboard,Accessories,1661,1,2023-03-31,South
2361,240,Chair,Furniture,5859,1,2023-08-04,South
2362,240,Sofa,Furniture,68605,3,2022-08-24,West
2363,240,Monitor,Electronics,70723,5,2021-12-28,South
2364,240,Printer,Electronics,49948,3,2022-08-29,South
2365,240,Mouse,Accessories,2770,2,2021-08-13,West
2366,241,Sofa,Furniture,147221,5,2022-07-02,East
2367,241,Monitor,Electronics,22463,2,2023-10-08,East
